id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
o3cr2,20242,8534,14151,1749.0,10477.0,697.0,102.0,20278.0,977.0,103.0,107.0,603.0,1433.0,709.0,4535.0,621.0,164.0,17762.0,2613.0,102.0,15881.0,1080.0,103.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abadl,131,709,23290,906.0,611.0,1990.0,621.0,10477.0,697.0,992.0,102.0,15881.0,1080.0,606.0,12516.0,5451.0,905.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denk1,10477,697,102,20022.0,1027.0,103.0,10477.0,697.0,102.0,17980.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gn9fg,1001,979,108,4603.0,1101.0,1042.0,113.0,102.0,5032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2fnw,10477,697,102,1004.0,103.0,836.0,102.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l6hja,685,1464,102,17980.0,995.0,103.0,7943.0,102.0,17980.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roiki,929,1072,946,694.0,867.0,1244.0,20022.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r9tsq,20022,977,103,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mvmfk,4347,105,1072,105.0,8351.0,735.0,4347.0,105.0,929.0,105.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wljf5,609,1338,1736,611.0,603.0,1433.0,610.0,112.0,4507.0,4692.0,102.0,614.0,626.0,822.0,1736.0,604.0,775.0,113.0,989.0,104.0,909.0,751.0,1992.0,12368.0,102.0,695.0,709.0,4382.0,603.0,1433.0,15638.0,618.0,3889.0,975.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opq64,4347,105,1353,105.0,15342.0,1027.0,735.0,4347.0,105.0,4347.0,105.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ci9pr,20242,8534,14151,1749.0,760.0,1165.0,102.0,21040.0,1104.0,103.0,4507.0,603.0,1433.0,709.0,4535.0,621.0,164.0,17762.0,2613.0,102.0,20278.0,1059.0,103.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t777g,630,15030,1693,613.0,169.0,4822.0,21367.0,697.0,1243.0,3562.0,117.0,603.0,1433.0,709.0,814.0,611.0,979.0,701.0,605.0,2088.0,1059.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oclkx,1076,658,3316,7943.0,105.0,989.0,105.0,929.0,822.0,760.0,1593.0,8615.0,105.0,1195.0,105.0,2824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qfi2v,836,105,881,103.0,685.0,1464.0,105.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2679,164,17762,2613,105.0,21606.0,1104.0,103.0,10686.0,10909.0,704.0,105.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oytx0,929,107,978,694.0,111.0,905.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5vup,7943,4425,102,21040.0,977.0,7362.0,2621.0,166.0,7943.0,103.0,115.0,102.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3mmw,836,4129,102,15342.0,1045.0,7362.0,2621.0,166.0,685.0,2207.0,8615.0,103.0,4347.0,102.0,20022.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uwma0,131,709,23290,906.0,611.0,1990.0,621.0,836.0,1195.0,102.0,21355.0,1045.0,606.0,12516.0,5451.0,111.0,102.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdedz,609,2187,6136,610.0,883.0,606.0,2795.0,607.0,603.0,1743.0,604.0,160.0,13581.0,102.0,4491.0,102.0,605.0,709.0,15581.0,620.0,603.0,822.0,604.0,775.0,102.0,4385.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1sdc,867,110,105,1195.0,606.0,867.0,105.0,1265.0,3889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au4zt,685,1464,1072,102.0,21040.0,975.0,24438.0,20645.0,161.0,824.0,685.0,2207.0,8615.0,4275.0,102.0,21355.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
js0he,10477,697,979,21040.0,995.0,103.0,685.0,2207.0,8615.0,1265.0,102.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lmfj5,685,2207,8615,105.0,20278.0,1027.0,103.0,685.0,1464.0,105.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zrq0k,760,1593,8615,105.0,15342.0,1045.0,103.0,685.0,2207.0,8615.0,105.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fzsun,867,906,21355,1104.0,694.0,109.0,775.0,21040.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h79eh,760,1165,105,107.0,105.0,4731.0,694.0,10477.0,697.0,105.0,775.0,105.0,4706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0t1l,836,105,17980,1071.0,735.0,10477.0,697.0,105.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zxf8y,15342,1080,102,1126.0,775.0,103.0,15342.0,1071.0,102.0,1072.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wxe6j,109,4037,21040,1045.0,694.0,867.0,4129.0,20278.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aer8p,867,905,21606,977.0,606.0,867.0,1353.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga6xx,609,1433,21169,610.0,1128.0,621.0,760.0,1165.0,1042.0,2883.0,606.0,108.0,907.0,109.0,104.0,630.0,1192.0,604.0,13308.0,102.0,695.0,709.0,4194.0,1265.0,1080.0,1052.0,606.0,603.0,1009.0,15638.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vuczf,1076,658,621,113.0,112.0,21606.0,1027.0,694.0,4129.0,1127.0,17980.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhvsi,20022,1071,103,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wchb9,20022,1080,103,3427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hcznk,760,1165,976,102.0,20022.0,1059.0,24438.0,697.0,1068.0,5289.0,10477.0,697.0,1353.0,102.0,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xab92,685,1464,1353,102.0,21355.0,1104.0,24438.0,697.0,1068.0,5289.0,836.0,775.0,102.0,21355.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hku6l,1076,658,606,179.0,3382.0,775.0,108.0,606.0,179.0,3115.0,4507.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l8sq6,1338,621,164,889.0,102.0,15342.0,1059.0,103.0,929.0,606.0,10477.0,697.0,102.0,21355.0,1071.0,103.0,2616.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,164.0,889.0,102.0,15342.0,1059.0,103.0,929.0,606.0,10477.0,697.0,102.0,21355.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rqcf0,10477,697,21606,1068.0,103.0,7943.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw5hs,609,1433,709,15581.0,607.0,1489.0,13679.0,604.0,3246.0,102.0,878.0,5032.0,1027.0,1777.0,604.0,2305.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on82i,21606,1027,103,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n0zop,2791,10140,14368,613.0,114.0,4347.0,867.0,605.0,15875.0,613.0,115.0,113.0,1072.0,102.0,603.0,1433.0,836.0,638.0,657.0,15638.0,8491.0,618.0,22148.0,1052.0,691.0,13308.0,3967.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uindw,7943,1195,102,910.0,606.0,836.0,115.0,102.0,21355.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zsv8n,164,17762,2613,105.0,849.0,735.0,12516.0,5451.0,4521.0,2669.0,105.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renmr,609,7179,709,4642.0,728.0,607.0,603.0,1743.0,604.0,775.0,102.0,4429.0,102.0,605.0,814.0,735.0,603.0,822.0,604.0,107.0,102.0,1126.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k49w2,760,1593,8615,105.0,21355.0,1045.0,103.0,12516.0,1143.0,105.0,21040.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kkn5n,1076,658,8690,1749.0,621.0,115.0,4347.0,15342.0,1071.0,694.0,4347.0,992.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kn622,1076,658,2971,155.0,1143.0,11217.0,4037.0,102.0,20278.0,1080.0,735.0,164.0,4154.0,683.0,110.0,102.0,20022.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v0xtz,1338,621,760,1165.0,102.0,21606.0,995.0,103.0,976.0,606.0,10686.0,10909.0,704.0,102.0,20022.0,995.0,103.0,4004.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,760.0,1165.0,102.0,21606.0,995.0,103.0,976.0,606.0,10686.0,10909.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibc5d,2408,102,1127,4507.0,103.0,1195.0,102.0,4347.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exl0r,929,1455,15342,1068.0,103.0,867.0,1042.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ikz92,867,1243,17980,1027.0,606.0,867.0,867.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai59j,7943,1195,102,21606.0,1027.0,606.0,685.0,2207.0,8615.0,113.0,102.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cx0w9,10477,697,906,102.0,17980.0,1071.0,7362.0,2621.0,166.0,760.0,1593.0,8615.0,103.0,1012.0,102.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cjh5c,836,4037,102,884.0,24438.0,20645.0,161.0,824.0,685.0,2207.0,8615.0,1244.0,102.0,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ub64e,685,2207,8615,1159.0,102.0,20278.0,1027.0,24438.0,697.0,1068.0,5289.0,7943.0,1244.0,102.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s3z6n,5032,102,4129,4507.0,103.0,906.0,102.0,867.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slmx7,760,1165,929,102.0,1357.0,24438.0,697.0,1068.0,5289.0,760.0,1165.0,775.0,102.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m7mco,1001,1265,4129,2125.0,1101.0,906.0,112.0,102.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sqa9g,2602,102,929,110.0,103.0,4899.0,102.0,979.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eunzx,867,906,105,2953.0,606.0,929.0,105.0,107.0,4491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x6ckm,7943,1243,102,10795.0,7362.0,2621.0,166.0,760.0,1593.0,8615.0,103.0,113.0,102.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n6ns2,20242,8534,14151,1749.0,7943.0,102.0,884.0,103.0,1244.0,603.0,1433.0,709.0,4535.0,621.0,12516.0,5451.0,102.0,20278.0,1071.0,103.0,4491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y7jx6,929,112,105,2602.0,606.0,929.0,105.0,1353.0,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dj7oh,760,1593,8615,989.0,102.0,21606.0,1045.0,24438.0,697.0,975.0,760.0,1593.0,8615.0,114.0,102.0,15881.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2no0,109,105,4425,105.0,17980.0,1027.0,735.0,109.0,105.0,114.0,105.0,21355.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shjz3,1076,658,2971,160.0,13581.0,111.0,102.0,15881.0,1059.0,735.0,164.0,2988.0,867.0,102.0,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mg9bw,3382,103,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lpf2a,1076,658,643,1725.0,3675.0,1001.0,12516.0,1143.0,976.0,929.0,1101.0,836.0,1265.0,102.0,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekoyi,836,105,910,735.0,760.0,1165.0,105.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jb1cq,760,1593,8615,105.0,17980.0,1104.0,103.0,836.0,105.0,20278.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gywdv,685,1464,107,102.0,15342.0,1104.0,7362.0,2621.0,166.0,685.0,1464.0,103.0,979.0,102.0,20278.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
habiz,760,1593,8615,867.0,102.0,17980.0,1045.0,24438.0,20645.0,161.0,824.0,760.0,1593.0,8615.0,992.0,102.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rh3eq,111,1042,1117,694.0,867.0,907.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qrunf,929,1072,21040,1104.0,606.0,109.0,1455.0,20022.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p0xx7,760,1593,8615,1126.0,20278.0,1027.0,103.0,685.0,1464.0,1353.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j5zpa,685,2207,8615,105.0,21355.0,995.0,103.0,760.0,1165.0,105.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yhlk8,3115,103,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccyrl,685,2207,8615,1265.0,102.0,868.0,606.0,685.0,1464.0,775.0,102.0,21606.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i0v4f,10477,697,105,1126.0,105.0,886.0,103.0,685.0,1464.0,105.0,110.0,105.0,21606.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dj75o,21040,1068,103,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iogcc,685,1464,21040,1104.0,103.0,685.0,1464.0,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zabnx,688,1433,709,1338.0,621.0,867.0,4187.0,1042.0,606.0,115.0,115.0,867.0,102.0,607.0,1192.0,603.0,1433.0,760.0,9044.0,618.0,751.0,3379.0,102.0,603.0,1433.0,3752.0,7508.0,4498.0,1736.0,709.0,6532.0,606.0,4425.0,4347.0,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jxyxx,10477,697,105,1243.0,105.0,4840.0,694.0,10477.0,697.0,105.0,107.0,105.0,3562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xnlp2,1338,621,7943,102.0,21355.0,975.0,103.0,867.0,606.0,10477.0,697.0,102.0,15342.0,1045.0,103.0,4315.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,7943.0,102.0,21355.0,975.0,103.0,867.0,606.0,10477.0,697.0,102.0,15342.0,1045.0,103.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mt4lv,1076,658,621,112.0,906.0,15881.0,977.0,694.0,110.0,976.0,15881.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxwdg,10477,697,929,102.0,17980.0,975.0,7362.0,2621.0,166.0,760.0,1165.0,103.0,905.0,102.0,20022.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lw4rd,621,169,4822,992.0,102.0,15881.0,1071.0,606.0,169.0,4822.0,4347.0,102.0,21355.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g523p,621,155,1143,697.0,1042.0,102.0,21355.0,1071.0,606.0,160.0,13581.0,1012.0,102.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
txdac,867,979,20278,1027.0,103.0,867.0,867.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zp9bu,621,155,1143,11217.0,775.0,102.0,15342.0,995.0,606.0,164.0,2988.0,775.0,102.0,20022.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1pb7,1076,658,2971,164.0,889.0,4347.0,102.0,15342.0,995.0,735.0,164.0,17762.0,2613.0,1072.0,102.0,8351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u6q44,2408,103,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gx4z1,4519,103,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sddf8,749,604,1552,102.0,1195.0,164.0,4154.0,683.0,4465.0,102.0,603.0,1465.0,908.0,6393.0,1308.0,605.0,3562.0,701.0,671.0,102.0,605.0,709.0,1835.0,607.0,8869.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uowuo,1076,658,606,179.0,4037.0,112.0,1455.0,606.0,179.0,4556.0,112.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lz18c,164,17762,2613,105.0,20278.0,977.0,103.0,164.0,889.0,105.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmgty,609,1433,1338,621.0,3835.0,4129.0,1265.0,605.0,1009.0,1371.0,613.0,4519.0,110.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgwbs,760,1165,105,1265.0,105.0,1126.0,694.0,10477.0,697.0,105.0,992.0,105.0,2088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9y28,21606,1059,102,907.0,4004.0,103.0,21040.0,995.0,102.0,1042.0,4037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csevm,7943,992,102,15881.0,1027.0,24438.0,697.0,1068.0,5289.0,10477.0,697.0,907.0,102.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l8ks7,4491,1042,15881,977.0,694.0,867.0,1072.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x0g5n,7943,115,102,21606.0,977.0,7362.0,2621.0,166.0,685.0,2207.0,8615.0,103.0,1012.0,102.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dz69y,929,105,1159,105.0,978.0,735.0,867.0,105.0,929.0,105.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l0b88,929,867,21040,1059.0,694.0,4491.0,112.0,20022.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shc8s,1076,658,643,1725.0,3675.0,1001.0,164.0,17762.0,2613.0,867.0,1455.0,1101.0,10686.0,10909.0,704.0,905.0,102.0,3115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgixw,1076,658,606,179.0,4899.0,4037.0,108.0,606.0,179.0,4486.0,775.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swk13,1076,658,643,1725.0,3675.0,1001.0,760.0,1593.0,8615.0,1455.0,4385.0,1101.0,10686.0,10909.0,704.0,1126.0,102.0,4275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbuzl,867,1042,1117,103.0,867.0,929.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vz561,685,1464,105,905.0,105.0,4519.0,694.0,760.0,1165.0,105.0,1244.0,105.0,2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pzrdr,621,714,2224,112.0,992.0,606.0,714.0,3382.0,112.0,1244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2q7t,4486,102,929,775.0,103.0,867.0,102.0,775.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea4pc,760,1593,8615,775.0,102.0,869.0,606.0,836.0,1012.0,102.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myn21,1076,658,8690,1749.0,621.0,4347.0,1353.0,15881.0,1027.0,694.0,929.0,907.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w881f,1001,1072,113,905.0,1101.0,979.0,113.0,102.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3bq2,867,906,978,694.0,867.0,1455.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t68ez,10477,697,105,8351.0,103.0,7943.0,105.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mctmi,784,900,4146,107.0,637.0,109.0,4615.0,112.0,108.0,103.0,2032.0,775.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s08m0,784,900,4146,107.0,637.0,109.0,2602.0,4004.0,989.0,103.0,1265.0,4507.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
